property_id,latitude,longitude,park,gym,shop
bca5d91ea7f74850f663be77e6ce012f,51.52475430000001,-0.1608797,Queen Mary's Rose Gardens,Holmes Hotel London,Waitrose & Partners
c7141f9d5f6aed83313a97a4b9b1a345,51.5804214,-0.1240854,Parkland Walk,Park Road Leisure Centre & Lido,Little Waitrose & Partners
2fc83146443cbb9e0dce94935392dc68,51.5107993,-0.1356624,St James's Park,Psycle Oxford Circus,Marks and Spencer
ea280abfdce1712d660c296bfb5b1daa,51.4782403,-0.1415386,Power Station Park,Pestana Chelsea Bridge Hotel & Spa,Sainsbury's
df73f24d177c7dc108c2c3485427ed36,51.4628563,-0.131726,The Phoenix,Substation Brixton,Tesco Superstore
aa4a19f703ac34d7cf99e6e894a5218b,51.4766145,-0.1846161,Eel Brook Common,Harbour Clubs Chelsea,Sainsbury's
3c807b0996049cbac9f7ae4f42bfb31f,51.5139828,-0.1690013,Hyde Park,Royal Lancaster London,Tesco Express
9980679cab25fd53076d3cfe3eba1115,51.5783128,-0.0241685,St James Park,Walthamstow Leisure Centre,Tesco Superstore
21b37abcd559bb2e3e8d7c02a827be99,51.488527,-0.2973406,Elizabeth Gate into Kew Gardens,"Energie Fitness Brentford-Prices from £14.99 per month! Use promo code ""HALFPRICE""",Sainsbury's Local
1fc96565a83dd6aeb9f84b82704eb31c,51.5042182,-0.0250777,Crossrail Place Roof Garden,Third Space Canary Wharf,Waitrose & Partners
63a52961ff340e01924c6454fbace84d,51.6287706,-0.0056225,Ridgeway Park,The Wellness Works,Tesco Express
90d74dcd341dd87ee837b9674a1eb16e,51.5789011,-0.0196529,No park,Leyton Leisure Centre,Tesco Superstore
e5ac85c0b2fcb01b276d8dee78fe45fa,51.5746379,-0.1107594,Finsbury Park,The Gym Group London Harringay,Tesco Superstore
4f2292c51668cfea51fc75c4ac21ac9f,51.5030541,-0.1950953,Holland Park,1Rebel High Street Kensington,Whole Foods Market
375312c46c09b8728475ded7846e238f,51.4937885,-0.2507702,Ravenscourt Park,The Hogarth Health Club,Waitrose & Partners
fd26624b61bdd2dc29e72bc1d06c62a3,51.4879297,-0.2794147,The National Archives,Virgin Active,Sainsbury's Local
7b7eeb4835ba83e1ac491a67188d6808,51.5951701,0.021617,The Doughnut,South Woodford Library and Gym,Waitrose & Partners
ef9395fd96db54bcf06dab4320b0359c,51.3669723,-0.1666779,Carshalton Park,Westcroft Leisure Centre,bp
e9151cb39e140d0740d451e96ac2811d,51.540492,-0.0955599,Regent’s Canal Walk,Third Space Islington,Tesco Express
404c392b174073c3e900f6c849e8f5b2,51.5086937,-0.1484713,Hyde Park Winter Wonderland,The Lanesborough,Marks and Spencer
e080d2fb50c7f5ea52566b3361389785,51.4929596,-0.0365663,Stave Hill Ecological Park - TCV,Surrey Docks Fitness & Water Sports Centre,Tesco Extra
e0b7d32da23b60edd180b3ce766a55b3,51.5086937,-0.1484713,Hyde Park Winter Wonderland,The Lanesborough,Marks and Spencer
6dc8f5a7ad39c99ebf35d60dd9f0057c,51.5429436,-0.1198104,Barnard Park,Samsung KX,Waitrose & Partners
60df13aab8024e7df4fda979110193f4,51.4844444,0.0334846,Charlton Park,PureGym London Charlton,Sainsbury's
0fbf8fae55f148424ba795d7baa3f651,51.465056,-0.1834316,South Park,Harbour Clubs Chelsea,Sainsbury's
607e3579e7ddf415d4cf20307f43b8b2,51.442799,-0.1888084,Garratt Park,The Font Climbing - Wandsworth,M&S Earlsfield
29410b2f7d698e2a966728b7c5d3c757,51.464116,-0.1025749,Ruskin Park,Brixton Recreation Centre,M&S Foodhall
96d06ac6b279cbf47135185e350b180b,51.4774466,-0.1182103,Kennington Park,PureGym London Lambeth,Sainsbury's
70185c8d4c70d95f62b3522342f5ff9f,51.4631651,-0.0157505,Hilly Fields,Glass Mill Leisure Centre,Tesco Superstore
204418dd1edb1d9952ba304dc1633a2d,51.5023211,-0.0127598,Crossrail Place Roof Garden,Third Space Canary Wharf,Waitrose & Partners
6bd7b7f2484c7445a89a84dc0e78c3e9,51.4405217,-0.1674001,Fishponds Playing Field,Fitness First,Tesco Esso Express
86c6095143d0c614a7355098421c6542,51.4974289,-0.0335839,Stave Hill Ecological Park - TCV,Tiller Leisure Centre,Tesco Extra
64d7d9c592987b35433cff827482bc58,51.4548898,-0.3119611,Richmond Green,Third Space Richmond,Waitrose & Partners
8e0d59b740e5b7e964297b0f095fb7b5,51.5801995,-0.209824,Hendon Park,Hendon Leisure centre,Tesco Superstore
84bffc29a86d960e1294bb9b14370c59,51.4644531,-0.1466759,Clapham Common,Clapham Leisure Centre - Active Lambeth,Sainsbury's
3745c91e7a9af14d48a0ac8b0a2fd730,51.4390303,-0.1654362,Fishponds Playing Field,Balham Leisure Centre,Lidl
21da38860a44141b2e07ea3c6ed42f74,51.5874234,-0.0058466,Bisterne Avenue Park Play Area,Waltham Forest Feel Good Centre,Tesco Express
4e778f36db5632a85e8a7c8cdefdf136,49.205031,-122.8342661,Bonaccord Creek Park,No gym,No shop
dd5e4ad251b264addf6fa7e9ced255ee,51.464116,-0.1025749,Ruskin Park,Brixton Recreation Centre,M&S Foodhall
ac2bb3f48f3f873bf3d9910404da2da9,51.5234505,-0.1003176,Barbican Conservatory,Finsbury Leisure Centre,ALDI
3c28cf99a235a45d3c29eb14047b6da4,51.557356,-0.1032715,Highbury Fields,Sobell Leisure Centre,Waitrose & Partners
1c81e1b654bd1af146a501c09bc9dd31,51.464116,-0.1025749,Ruskin Park,Brixton Recreation Centre,M&S Foodhall
df6780b3f53d466b9079651f389f456b,51.5215552,-0.1191127,Russell Square,Oasis Sports Centre,Waitrose & Partners
243368cb98e4acd7fb5f2de5d14800c4,51.4957528,-0.2053284,Holland Park,1Rebel High Street Kensington,Tesco Superstore
2490fb531cf46d1823f6b25952081455,51.5080941,0.0196766,Keir Hardie Recreation Ground,Peacock Gymnasium,Tesco Express
baca3f338a20b13614cc2540bc509b6b,51.453501,-0.1297924,No park,Substation Brixton,Tesco Superstore
fa04d9ff3038987639f49ad172a1fe0f,51.4939569,-0.1908765,No park,David Lloyd Kensington,Tesco Superstore
a933839ac4365182cb1073a45dd22f2b,51.4995647,-0.0380175,Stave Hill Ecological Park - TCV,Surrey Docks Fitness & Water Sports Centre,Tesco Extra
eada9b53c9ed4ce3072821498411efd3,51.4839683,-0.1023114,Kennington Park,PureGym London Oval,Tesco Superstore
243368cb98e4acd7fb5f2de5d14800c4,51.4957528,-0.2053284,Holland Park,1Rebel High Street Kensington,Tesco Superstore
1a6e30bbe4837bf1ce9dc87c1bcda038,51.5037101,-0.0937472,No park,London Bridge Hotel,Waitrose & Partners
1b882ec9e4f7c1b8d01356dac367d3fc,51.5904256,-0.1032137,Downhills Park,Zone Gym,Morrisons
ea2f5e9211e15bf9ec295d7718235650,51.4805992,-0.2178135,Bishops Park,Virgin Active,Little Waitrose & Partners
d95a28aec0d5f506c5b0c1ef06a0db30,51.4763316,-0.1054096,Kennington Park,PureGym London Oval,Lidl
90cf1d61b3263617759ade9521ac5ecf,51.4174008,-0.1320286,Streatham Common,Streatham Ice and Leisure Centre - Active Lambeth,Tesco Extra
efb48516758042edd729d2c9b0689af9,51.5945554,-0.147448,No park,PureGym London Muswell Hill - Upgrade Complete!,Sainsbury's
26ad0013c3532d5366b13ff3396a281f,51.5752821,-0.0081974,Leyton County Cricket Ground,Leyton Leisure Centre,Tesco Superstore
8d64fd9cc86c52074b7fe08aa1ca93f9,51.5328644,-0.0873007,Museum of the Home,Britannia Leisure Centre,ALDI
915c3d80b07321baa21edc94d224e58c,51.4293313,-0.1515794,Tooting Commons,Tooting Bec Athletics Track & Gym,Lidl
e0b7d32da23b60edd180b3ce766a55b3,51.5086937,-0.1484713,Hyde Park Winter Wonderland,The Lanesborough,Marks and Spencer
4adb568b2ab74b51ca4754a4ae1a7696,51.5028723,-0.0144318,Crossrail Place Roof Garden,Third Space Canary Wharf,Waitrose & Partners
2c6f6c2aea7866c391f074d3237366c7,51.5671917,-0.0301907,Leyton Jubilee Park,Walthamstow Leisure Centre,ALDI
aa27d31581ebec8709bd13ee181c307d,51.4978659,-0.2654253,Turnham Green,Virgin Active,Sainsbury's
0400819ab14abe235bae2da22cff79be,51.4879297,-0.2794147,The National Archives,Virgin Active,Sainsbury's Local
5ca5ba169cf3b3b58a32bd5cc17274cb,51.4169857,-0.1593509,Figges Marsh,Kings Gym Mitcham,VB & Sons - Tooting
13d48f3215a2554751ef98865a8b4e46,51.4886951,-0.2891495,Gunnersbury Park,F45 Chiswick Park,Sainsbury's Local
1ffc55ea3c6ce7c0a70538d48568ad8b,51.4520392,-0.158315,Clapham Common,Reformer Collective Balham,Waitrose & Partners
909e1f99844115b0f7b6cc143a449373,51.4925435,-0.102503,Elephant Park,Park Plaza London Waterloo,Sainsbury's
ebf4231d3448e6e0a86dd3bdb558307c,51.4721914,-0.1653343,Battersea Park,Latchmere Leisure Centre,Asda Clapham Junction Superstore
cc506321d8917135df37314a4e74be69,51.4925435,-0.102503,Elephant Park,Park Plaza London Waterloo,Sainsbury's
b76d600f6a8f44a52a0620246320152d,51.5036222,-0.0771192,Sky Garden,Third Space City,Waitrose & Partners
393e29dc7e4643e453cf00ae187b6047,51.4925435,-0.102503,Elephant Park,Park Plaza London Waterloo,Sainsbury's
ef7340b882fac7bb3fde29614f4071d8,51.4567625,-0.1094128,Brockwell Park,Brockwell Lido,Tesco Superstore
5dc13857a0e1d2c04dcd5131c27a0cc5,51.5441676,-0.1659483,Primrose Hill,Swiss Cottage Leisure Centre,Waitrose & Partners
6a721c99f3ba19ec0d95418eac9a5d18,51.5471648,-0.1910827,Kilburn Grange Park,PureGym London Swiss Cottage - Women's Workout Space Coming Soon!,Waitrose & Partners
ff247f5c3e41abb85538d88054b1e35d,51.5354274,-0.1812017,Paddington Recreation Ground,Paddington Recreation Ground,Sainsbury's
cb59863fd3237ebe0f477b304a885d08,51.5958836,-0.2470422,Grahame Park,The Laboratory Spa,Asda Colindale Superstore
b8d28f4b5aa7d15e1c1da3a5f293a878,51.5952504,-0.2478083,Grahame Park,The Gym Group London Colindale,Asda Colindale Superstore
8752d899170678888389138be8c7be35,51.47732329999999,-0.0501357,Brimmington Park,Anatomie Studio,Sainsbury's
9fe5a23eb2461d204e00c662490767b2,51.51567989999999,-0.0033125,Langdon Park,Poplar Baths Leisure Centre and Gym,Tesco Express
a76c9a2c13f351b94109719b39ad363c,51.5115793,-0.180241,Kensington Gardens,Royal Lancaster London,Waitrose & Partners
15f54c051ecd1394b15cb2c1a266ddda,51.5115793,-0.180241,Kensington Gardens,Royal Lancaster London,Waitrose & Partners
cb7b77907121464cfd5c115c562d2f3a,51.5115247,-0.1818382,Kensington Gardens,Royal Lancaster London,Waitrose & Partners
8e64f2b6f82ec60314704e36fe42f8ae,51.5471592,-0.1898288,Kilburn Grange Park,PureGym London Swiss Cottage - Women's Workout Space Coming Soon!,Waitrose & Partners
7d9f41f3a6d85785cb7c31b43aa24fb8,51.4909665,-0.0390064,Deptford Park,Southwark Park Sports And Athletics Centre,Tesco Extra
c2c6ec2b996973b747c5c1801816ac02,51.510988,0.012221,Keir Hardie Recreation Ground,The Gym Group London Canning Town,Morrisons
87f543d6ff3df9fcee4549dd1ed154ef,51.5954872,-0.2474412,Grahame Park,The Gym Group London Colindale,Asda Colindale Superstore
41127b3115b0c6ab2d38a7c35124a855,51.5576562,-0.219779,"Gladstone Park, South",David Lloyd Cricklewood Lane,Lidl
a1cca2842b8b880e5f3a13c67ef5f93f,51.4667243,-0.2515964,Vine Road Recreation Ground,Roehampton Club,M&S Foodhall
65548ca53b46825de59bd2299aeb5f42,51.5248299,-0.3086405,Pitshanger Park,Pitshanger Health and Fitness,Costcutter Pitshanger lane
0441a74110554ad5d8f04126db2d8404,51.5441899,-0.1909479,Kilburn Grange Park,PureGym London Swiss Cottage - Women's Workout Space Coming Soon!,Waitrose & Partners
a16044cb8fa27ca6b277ccebb6db9fb1,51.5954872,-0.2474412,Grahame Park,The Gym Group London Colindale,Asda Colindale Superstore
5a7f65db65b57386ebda4c251b171861,51.5209465,-0.1541517,Queen Mary's Rose Gardens,The Marylebone Hotel,Marks and Spencer
9f892bef5aec7fd6d28c2b54eb9c20ba,51.5544574,-0.1933721,Camden Art Centre Café & Garden,The Gym Group London West Hampstead,Little Waitrose & Partners
e13393fdf7c61cc0eee604a36507644b,51.5306215,-0.075623,Museum of the Home,Britannia Leisure Centre,Tesco Express
9695900cd134b5b63ee600fe6525afcc,51.4901708,-0.0481725,Southwark Park,Seven Islands Leisure Centre,Tesco Extra
0ed73a9f011ebc28a8093789ac2cd9d5,51.5393576,-0.199183,Queen's Park,St Augustine’s Sports Centre,ALDI
9d83721adc201fc355e897c4079bd016,51.4720147,-0.1314618,Larkhall Park,Clapham Leisure Centre - Active Lambeth,Lidl
c8222563f99ce58657fb9d5e104e20e3,51.5079652,-0.1495281,Hyde Park Winter Wonderland,The Lanesborough,Marks and Spencer
c8222563f99ce58657fb9d5e104e20e3,51.5079652,-0.1495281,Hyde Park Winter Wonderland,The Lanesborough,Marks and Spencer
a16f25eff53114c3bac07b5b4408d236,51.5136687,-0.1510876,Hyde Park Winter Wonderland,The Marylebone Hotel,Marks and Spencer
9e34e185f18f1c12eb0e94d6e3f8ded4,51.4050826,-0.1817836,National Trust - Morden Hall Park,GYM 1971 - Crossfit 1971 South Wimbledon,Asda Mitcham Supermarket
cb6baba9b637a4ecdee44a8b91037c3d,51.4720147,-0.1314618,Larkhall Park,Clapham Leisure Centre - Active Lambeth,Lidl
9c292ecca3aec14102c08aa2fe28607f,51.5514526,-0.1998518,Kilburn Grange Park,The Gym Group London West Hampstead,Little Waitrose & Partners
3e6a4a7ab4311c942564b86117ca566b,51.5245575,-0.0561695,Spitalfields City Farm,Muscleworks Gym,Sainsbury's
3bb5e47a8c53aac9715c02341114dbf5,51.5220875,-0.2579759,North Acton Playing Fields,iGym London,T.K.Trading
28465c37e5f57df9867f1b2c3ae031bd,51.4788782,-0.1843397,Eel Brook Common,David Lloyd Fulham,Sainsbury's
417c491b73e42d6c3a99de06ae6fd55a,51.5220875,-0.2579759,North Acton Playing Fields,iGym London,T.K.Trading
d7ceef9e2f48919b7610f6d05bf7a844,51.5150933,-0.1655573,Hyde Park,Royal Lancaster London,Marks and Spencer
3d0cad9d457a0d31aa2d4e86d2d417f6,51.4961618,-0.0893105,Elephant Park,Gymbox Elephant & Castle,Lidl
4a150e3347dbee4a90e549b05548c80b,51.5220875,-0.2579759,North Acton Playing Fields,iGym London,T.K.Trading
04dfacee93919797f9795826e7680fff,51.5745725,-0.1028564,Finsbury Park,The Gym Group London Manor House,Sainsbury's
d72483961de72b0c1859b5333de03395,51.5220875,-0.2579759,North Acton Playing Fields,iGym London,T.K.Trading
cf606325c32f363f00ae0ba0861ebfb4,51.5014203,-0.1862694,Kensington Gardens,David Lloyd Kensington,Whole Foods Market
1f1c25ce04cd6f5533ab58929057f2e1,51.4762541,-0.0382132,Fordham Park,Deptford Boxing Gym (Formerly Nolan's Boxing),Sainsbury's
753fa55a4c0c403a8bda86a7933f736c,51.5673528,-0.2277632,Claremont Park,The Gym Group London Staples Corner,Wing Yip Superstore Cricklewood
c7969edf74298f377ccf0a4449d05836,51.5480379,-0.1993611,Kilburn Grange Park,The Gym Group London West Hampstead,ALDI
873ba5493312d58e47b3405160261790,51.4834898,-0.1033471,Kennington Park,PureGym London Oval,Tesco Superstore
ede5836e97ef3923c59c39b3b99a9db4,51.5368118,-0.1829807,Paddington Recreation Ground,Paddington Recreation Ground,ALDI
c6d478e595991429305371cb8ac7a4fe,51.5093101,0.0061385,Keir Hardie Recreation Ground,PureGym London East India Dock,Morrisons
c3d06987d3e05448b5a26410c59e8022,51.5471509,-0.1705166,No park,Swiss Cottage Leisure Centre,Waitrose & Partners
14e7d0b27c4e376a6877e267f30e7d35,51.5086937,-0.1484713,Hyde Park Winter Wonderland,The Lanesborough,Marks and Spencer
304538707a6c094dea81549988d59b10,51.5086937,-0.1484713,Hyde Park Winter Wonderland,The Lanesborough,Marks and Spencer
afa6e8bdddf71172383a59c0c855eb21,51.5146419,-0.0405464,King Edward Memorial Park,Mile End Park Leisure Centre and Stadium,Lidl
2898a5de5b748c73f0e2d8849542786d,51.4762541,-0.0382132,Fordham Park,Deptford Boxing Gym (Formerly Nolan's Boxing),Sainsbury's
cfc9891bce3245b8533f41ee39434c27,51.5145337,-0.1563171,Hyde Park,The Marylebone Hotel,Marks and Spencer
238048e66734e70f052491f43b857748,51.5600931,-0.1128191,No park,Sobell Leisure Centre,Waitrose & Partners
63590358070fc4509fab890d8c32fc12,51.4591643,-0.2934137,Richmond Green,Third Space Richmond,Sainsbury's
d64d8e7c8597393a88bee44677f3a351,51.5550343,-0.1418642,The Boma Garden Centre,Talacre Community Sports Centre,Tesco Express
32785a723696297a9883a8c4b85cda9d,51.49147259999999,-0.2063256,Normand Park,Virgin Active,Tesco Superstore
88984f90809badb5c16440358d461ac8,51.5550343,-0.1418642,The Boma Garden Centre,Talacre Community Sports Centre,Tesco Express
2e8eea87bc13d8b28a4f321ade19baa0,51.5938819,-0.2335597,Sunny Hill Park,The Laboratory Spa,Tesco Express
637aecafa8c3baa9b895a266fe009026,51.5471648,-0.1910827,Kilburn Grange Park,PureGym London Swiss Cottage - Women's Workout Space Coming Soon!,Waitrose & Partners
dbda39ace5251342ad8326459b77edf7,51.5471648,-0.1910827,Kilburn Grange Park,PureGym London Swiss Cottage - Women's Workout Space Coming Soon!,Waitrose & Partners
72d7fd95d181bc4c149a60b69e6ae713,51.5337871,-0.2038214,Paddington Recreation Ground,Paddington Recreation Ground,ALDI
b8e1690d9c978c3fb7c5237e875df831,51.4868542,0.0061681,Island Gardens,The Greenwich Centre,Tazaki Japanese and Oriental
5e82ab844c8474f75bc6788559f1c22c,51.5209404,-0.2915105,Hanger Hill Park,Park Plaza London Park Royal,Little Waitrose & Partners
48c5abd86af55a48ce9db3b58764a94d,51.5313109,-0.0219659,Tower Hamlets Cemetery Park,Anytime Fitness Bow,Tesco Superstore
a9ce927b26c934099e1a330dddf63a3e,51.49000470000001,-0.116298,Garden Museum,Park Plaza London Riverbank,Tesco Superstore
238048e66734e70f052491f43b857748,51.5600931,-0.1128191,No park,Sobell Leisure Centre,Waitrose & Partners
2fcd9218c8caf3a3815cd8afa8328ea4,51.5229155,-0.2001625,Emslie Horniman's Pleasance Park,David Lloyd Notting Hill,Poundland
14e7d0b27c4e376a6877e267f30e7d35,51.5086937,-0.1484713,Hyde Park Winter Wonderland,The Lanesborough,Marks and Spencer
a98405b1748586e2224214249ae59394,51.5315292,0.0048985,Stratford Park,City Bouldering Stratford,Tesco Express
9ac071ba103fa55fd837cb2fd0d0f389,51.5107152,-0.1846614,Kensington Gardens,Royal Lancaster London,Waitrose & Partners
f59e253ffe0ffbda234d85e098fb13d8,51.5585506,-0.0136048,Drapers Field Recreation Ground,Lee Valley VeloPark,Asda Leyton Mills Superstore
922bfd4d07e349476efb913972c0b001,51.5180051,-0.2955572,Ealing Common,Gymbox Ealing,Morrisons
d852c24a627d7a948aeeea61950bee97,51.5209404,-0.2915105,Hanger Hill Park,Park Plaza London Park Royal,Little Waitrose & Partners
f9af80eaf0774d7b2f2042a32e003603,51.4609266,-0.0308043,Hilly Fields,LevelOut Brockley,Sainsbury's Local
8b807d8f92a707dbd2275927232d7e58,51.5570824,-0.1628346,Hampstead Heath,Royal Free Recreation Club - Hampstead,M&S Simply Food
0ab9b808dcc99087ef5d81eaafa778d3,51.4935086,-0.1291848,Garden Museum,Park Plaza London Riverbank,Sainsbury's
8f3baa5973877e324d4663fce8164dd1,51.4871264,-0.2874088,The National Archives,F45 Chiswick Park,Sainsbury's Local
cc9ac1b2b0e2781efaad38038aafc234,51.530243,-0.2485014,Wesley Playing Fields,Hybrid FMA,Tesco Superstore
b9dcec230bee17ef6e6c16e6dfe38874,51.4350596,-0.1498126,Tooting Commons,Tooting Bec Athletics Track & Gym,ALDI
fae409561692123eab90ef662ddd84a7,51.504173,-0.1945085,Holland Park,QUEENS skate dine bowl,Whole Foods Market
d9f0874c55ad7433cff3a122ad60b1d8,51.5447215,-0.1292891,Gasholder Park,Samsung KX,Sainsbury's
910ed2a190a4a0e1f20fe9783bff6e4c,51.4979553,-0.1578332,Hyde Park Corner,The Lanesborough,Waitrose & Partners
5f3b5000cd4e7490d33f5712e0408dcb,51.4571901,-0.165637,Wandsworth Common,Third Space Clapham Junction,Asda Clapham Junction Superstore
f42fb7ceee4788ed16b20f2435ad79fc,51.5455627,-0.1798697,Alexandra Road Park,Swiss Cottage Leisure Centre,Waitrose & Partners
d791c77b76f29b3d6a8110343552569e,51.5001917,-0.2175344,Kyoto Garden,PureGym London Hammersmith Palais,Tesco Superstore
2ea8dc3dc393cedf6a77afa06d4d2da2,51.4603952,-0.1647629,Wandsworth Common,Third Space Clapham Junction,Asda Clapham Junction Superstore
003f0ec93ff5f0488ed30d7fc6f209cb,51.5072059,-0.0277558,Crossrail Place Roof Garden,Third Space Canary Wharf,Waitrose & Partners
4ec856baeb4c6aed7df21e4bb169161d,51.531454,-0.0270195,Victoria Park,Anytime Fitness Bow,Tesco Express
7472753b78167302ba545434b92e2baa,51.5448835,-0.029409,Queen Elizabeth Olympic Park,Copper Box Arena,Sainsbury's Local
7ebdee0c54eade6aa5b10046ec110649,51.557398,-0.0765499,Clissold Park,Clissold Leisure Centre,Whole Foods Market
040573062361dc1c7b7325eebc7d2b64,51.4408238,-0.1485732,Tooting Commons,Balham Leisure Centre,Waitrose & Partners
ce990a8c0f4427e52e0abce12e9d1f5d,51.5537569,-0.2437515,Gladstone Park,The Bunker Gym,Tesco Extra
68679974c18a5fcbd541dc539a3ff89d,51.53333809999999,-0.0499081,Victoria Park,Fightzone London,Lidl
0b235c2b5f70b1a32f336d1163f70a0c,51.4593151,-0.2142287,Wandsworth Park,The Dance Lab,Lidl
5c7ee08163ba78b2e7399dd202607c55,51.6168861,-0.0100403,Ridgeway Park,Nuffield Health Chingford Fitness & Wellbeing Gym,Sainsbury's
5868056cbccb2d9fc83430ae261dd3e2,51.5072059,-0.0277558,Crossrail Place Roof Garden,Third Space Canary Wharf,Waitrose & Partners
2c8c602f91bf3af980e46efb7cfea93d,51.5072059,-0.0277558,Crossrail Place Roof Garden,Third Space Canary Wharf,Waitrose & Partners
106c2b457c90df3d00f109ca7c73cebb,51.4939792,0.0588946,Royal Victoria Gardens,Waterfront Leisure Centre,Tesco Extra
cd202632146d2a4705bbfd8e522ad59c,51.5690976,-0.1137991,Finsbury Park,PureGym London Finsbury Park,Tesco Superstore
10c9661dbf82d68860175fc1137365af,51.5284262,-0.0555531,Haggerston Park,Muscleworks Gym,Sainsbury's
1715a07482dec96f3b6f454ec0bf047a,51.5593341,-0.0652193,Hackney Downs Park,BLOK Clapton,Whole Foods Market
8866b0241e9b70e5b432f41876c9e4da,51.5525873,-0.2389171,Gladstone Park,The Bunker Gym,Al Sham Market London
60f479a461b5f5d0fbf33e02d958e6cc,51.4990296,-0.1379726,St James's Park,Park Plaza Victoria London,Sainsbury's
ae271dde2cd72579bc8ea70a2ac52a6f,51.4594312,-0.2942931,Richmond Green,Third Space Richmond,Sainsbury's
7873a0c086cff75cf2e9e3ef934f0bd3,51.4839208,-0.1008013,Kennington Park,PureGym London Oval,Morrisons
f601ae91c861470154d4cb9e55e83d9f,51.5072059,-0.0277558,Crossrail Place Roof Garden,Third Space Canary Wharf,Waitrose & Partners
20bf1dbb3710f5e90ab9ab86f9815f7a,51.5951701,0.021617,The Doughnut,South Woodford Library and Gym,Waitrose & Partners
22cdac31d849169def4c175201ead10f,51.5088448,0.1177715,Southmere Lake,Thamesmere Leisure Centre,ALDI
2627e641a240851418fa842e166ec1ea,51.5534101,-0.1436,The Boma Garden Centre,Talacre Community Sports Centre,Tesco Express
eb469b41dbb8bd5bfe01f607a32d9d3e,51.5069109,-0.1385186,St James's Park,SweatBox Soho,Marks and Spencer
5bad21c9b96faf6a18197dceb7b41a8a,51.5051533,-0.3170984,Walpole Park,The Gym Group London Ealing,Waitrose & Partners
d97d6fb008a4640f284c8ebf90bed17a,51.5148461,-0.335264,Churchfields Recreation Ground,Brent Valley Golf Course and Fitness Centre,Waitrose & Partners
eb1dfe9cf31709c69deddc417960d679,55.8806153,-4.288356,Glasgow Botanic Gardens,University of Glasgow Sport Stevenson Building,Tesco Extra
43a2f98e753167dd34747db1e4df2b90,51.5086937,-0.1484713,Hyde Park Winter Wonderland,The Lanesborough,Marks and Spencer
022754ebda4c7b05bc045980ca6a7426,51.5306715,0.0107856,Stratford Park,The Gym Group London Plaistow,Tesco Express
a70bdf218659cf55a2cdd045d34226c2,51.4807167,-0.0951398,Burgess Park,Camberwell Leisure Centre,Morrisons
19eb5de39b03cf621722f0a26aa27d5f,51.52407179999999,-0.0838247999999999,Barbican Conservatory,BLOK Shoreditch,Marks and Spencer
a36329076fdfcdb1fca04c5a37fbbf51,51.5302156,-0.249337,Wesley Playing Fields,Hybrid FMA,Tesco Superstore
62019476bdc171270e9e388e077629a0,51.5034605,-0.2639256,Acton Park,David Lloyd Acton Park,Morrisons
a21c80946b0e23aa58e6d5217e6902be,51.4028618,-0.0880664,Grangewood Park,Thornton Heath Leisure Centre,Tesco Superstore
6f0f128d8c248c7ae804898f1ff33c34,51.5075447,-0.2282193,No park,Phoenix Fitness Centre and Janet Adegoke Swimming Pool,Lidl
410ba617b73843822e702afe32fac5d4,51.6359737,-0.1002426,"Winchmore Hill Sports Club,The Paulin Ground",Hazelwood Sports Club,Sainsbury's
a21c80946b0e23aa58e6d5217e6902be,51.4028618,-0.0880664,Grangewood Park,Thornton Heath Leisure Centre,Tesco Superstore
e0b7d32da23b60edd180b3ce766a55b3,51.5086937,-0.1484713,Hyde Park Winter Wonderland,The Lanesborough,Marks and Spencer
71da0b062e6f7f4419e06e9b89383bba,51.4305529,0.0241874,Chinbrook Meadows,Downham Health & Leisure Centre,Tesco Esso Express
f0aa022e10e5373c7ed5f1de4c740d6b,51.5023572,-0.0254833,Crossrail Place Roof Garden,Third Space Canary Wharf,Waitrose & Partners
57c90760536288862bbc19457fe645d8,51.5086937,-0.1484713,Hyde Park Winter Wonderland,The Lanesborough,Marks and Spencer
47785b7ad9bd5d9d641b797c88b9aa30,51.5357445,-0.0878334,Museum of the Home,Britannia Leisure Centre,Tesco Express
23a240f0e0406668cb96128976ba19ea,51.4876896,-0.0867933999999999,Burgess Park,MoreYoga,Tesco Superstore
33bcc88ac53488c10e0bf832adcd7e6d,51.4916327,-0.1286456,Garden Museum,Park Plaza London Riverbank,Sainsbury's
246c7d712de933b33216863a34fb8e36,51.5045588,-0.115684,Victoria Embankment Gardens,Park Plaza London Westminster Bridge,Tesco Express
cd1211433b453840f40fe2e4b96d785e,51.4827855,-0.1704924,Chelsea Physic Garden,MAD Chelsea,Marks and Spencer
c92b4f9dd0b9694f89e26575cd09fa22,51.5958814,-0.2412236,Sunny Hill Park,The Laboratory Spa,Tesco Express
41ec5343633a8fc983b9eaa34ec2aa54,51.5144827,-0.3329709,Dean Gardens,Brent Valley Golf Course and Fitness Centre,Waitrose & Partners
c85c9fa2e73337f693bb57b27513cbec,51.5570824,-0.1628346,Hampstead Heath,Royal Free Recreation Club - Hampstead,M&S Simply Food
d52ede55eab5861167c89b70e7042c71,51.5013494,-0.1052517,Jubilee Gardens,Park Plaza London Westminster Bridge,Waitrose & Partners
8918bf01c6cbae2f5731506a8c8091ed,35.349047,-80.1744032,No park,Planet Fitness,ALDI
3456d11b5546257f2ebaf8ce3de6cdd9,51.5003349,-0.0177778,Crossrail Place Roof Garden,Third Space Canary Wharf,Waitrose & Partners
